,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Company,Country,Tickers,Fossil Free Funds: Coal screen,Fossil Free Funds: Oil / gas screen,Fossil Free Funds: Macroclimate30 coal-fired utility screen,Fossil Free Funds: Fossil-fired utility screen,Fossil Free Funds: Clean200 screen,Deforestation Free Funds: Producer screen,Deforestation Free Funds: Financier screen,Deforestation Free Funds: Consumer brand screen,Deforestation Free Funds: Palm oil producer screen,Deforestation Free Funds: Palm oil consumer brand screen,Deforestation Free Funds: Paper / pulp producer screen,Deforestation Free Funds: Paper / pulp consumer brand screen,Deforestation Free Funds: Rubber producer screen,Deforestation Free Funds: Rubber consumer brand screen,Deforestation Free Funds: Timber producer screen,Deforestation Free Funds: Timber consumer brand screen,Deforestation Free Funds: Cattle producer screen,Deforestation Free Funds: Cattle consumer brand screen,Deforestation Free Funds: Soy producer screen,Deforestation Free Funds: Soy consumer brand screen,Weapons Free Funds: Major military contractor screen,Weapons Free Funds: Cluster munitions / landmines screen,Weapons Free Funds: Nuclear weapons screen,Gun Free Funds: Gun manufacturers screen,Gun Free Funds: Gun retailers screen,Tobacco Free Funds: Tobacco producers screen,Tobacco Free Funds: Tobacco-promoting entertainment companies screen,Gender Equality Funds: Has Equileap gender equality score,CreatedDate,Prison Free Funds: Prison industry screen,Prison Free Funds: Border industry screen,Prison Free Funds: Higher risk screen,Prison Free Funds: Private prison operators screen,Fossil Free Funds: Fossil fuel finance screen,Fossil Free Funds: Fossil fuel finance risk score,Fossil Free Funds: Fossil fuel insurance screen,Fossil Free Funds: Fossil fuel insurance risk score,Ticker,Stock_Price
65,36074,83431,404,Arindo Holdings (Mauritius) Ltd,Mauritius,ARIN,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/15/2021,N,N,N,N,N,0.0,N,0.0,ARIN,0.0
66,36890,85303,2276,Golden Agri-Resources Ltd,Mauritius,"4G3A, E5H, GARPF, GARPY",N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0.0,N,0.0, GARPF,0.15000000596046448
67,37326,86383,3356,MakeMyTrip Ltd,Mauritius,"MMYT, MY1",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0.0,N,0.0,MMYT,30.15999984741211
68,38364,89086,6059,Vivo Energy Mauritius Ltd,Mauritius,VIVOENERGY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/15/2021,N,N,N,N,N,0.0,N,0.0,VIVOENERGY,0.0
69,38710,89780,403,Arindo Holdings (Mauritius) Ltd,Mauritius,ARIN,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8/9/2021,N,N,N,N,N,0.0,N,0.0,ARIN,0.0
70,39523,91647,2270,Golden Agri-Resources Ltd,Mauritius,"4G3A, E5H, GARPF, GARPY",N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,8/9/2021,N,N,N,N,N,0.0,N,0.0, GARPF,0.18000000715255737
71,39959,92729,3352,MakeMyTrip Ltd,Mauritius,"MMYT, MY1",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,8/9/2021,N,N,N,N,N,0.0,N,0.0,MMYT,28.81999969482422
72,40994,95433,6056,Vivo Energy Mauritius Ltd,Mauritius,VIVOENERGY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8/9/2021,N,N,N,N,N,0.0,N,0.0,VIVOENERGY,0.0
73,41339,96127,403,Arindo Holdings (Mauritius) Ltd,Mauritius,ARIN,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,9/2/2021,N,N,N,N,N,0.0,N,0.0,ARIN,0.0
74,42152,97995,2271,Golden Agri-Resources Ltd,Mauritius,"4G3A, E5H, GARPF, GARPY",N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,9/2/2021,N,N,N,N,N,0.0,N,0.0, GARPF,0.18000000715255737
75,42585,99070,3346,MakeMyTrip Ltd,Mauritius,"MMYT, MY1",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,9/2/2021,N,N,N,N,N,0.0,N,0.0,MMYT,27.06999969482422
